subscriber_id,customer_id,dealer_code,plan_code,join_date,churn_date
S-70868,C-23953,DLR-06,PLN-YTH,10/28/2021,03/24/2022
S-70869,C-23954,DLR-03,PLN-S100,03/09/2025,10/13/2025
S-70870,C-23954,DLR-06,PLN-T11,09/19/2025,
S-70871,C-23955,DLR-05,PLN-B60,06/20/2025,
S-70872,C-23956,DLR-01,PLN-B40,09/04/2023,
S-70873,C-23957,DLR-05,PLN-T20,07/08/2025,
S-70874,C-23958,DLR-06,PLN-S100,03/17/2025,
S-70875,C-23959,DLR-06,PLN-UMAX,01/22/2025,
S-70876,C-23959,DLR-09,PLN-UMAX,05/16/2025,
S-70877,C-23959,DLR-07,PLN-T11,06/24/2025,
S-70878,C-23959,DLR-09,PLN-UMAX,07/17/2025,
S-70879,C-23960,DLR-08,PLN-UMAX,06/21/2025,
S-70880,C-23961,DLR-06,PLN-S200,05/22/2024,07/14/2025
S-70881,C-23961,DLR-01,PLN-U69,10/24/2025,
S-70882,C-23962,DLR-10,PLN-S100,11/29/2022,
S-70883,C-23963,DLR-01,PLN-UMAX,07/13/2024,
S-70884,C-23964,DLR-02,PLN-S300,04/18/2025,
S-70885,C-23965,DLR-08,PLN-S200,04/24/2024,10/07/2025
S-70886,C-23966,DLR-04,PLN-T23,03/12/2025,
S-70887,C-23967,DLR-01,PLN-S100,02/10/2023,07/10/2023
S-70888,C-23968,DLR-10,PLN-UMAX,08/31/2022,10/12/2022
S-70889,C-23969,DLR-02,PLN-T01,10/04/2025,
S-70890,C-23970,DLR-08,PLN-FAM,03/06/2024,10/03/2024
S-70891,C-23971,DLR-04,PLN-B60,05/21/2023,
S-70892,C-23972,DLR-01,PLN-S200,12/29/2022,05/15/2024
S-70893,C-23973,DLR-03 ,PLN-S300,02/17/2025,
S-70894,C-23974,DLR-01,PLN-FAM,05/11/2025,
S-70895,C-23975,DLR-03,PLN-S100,09/06/2023,10/18/2025
S-70896,C-23976,DLR-05 ,PLN-SNR,06/03/2025,
S-70897,C-23977,DLR-04 ,PLN-UMAX,12/14/2022,08/14/2025
S-70898,C-23978,DLR-03,PLN-S300,10/18/2022,11/28/2023
S-70899,C-23979,DLR-05,PLN-SNR,05/21/2024,09/16/2024
S-70900,C-23980,DLR-01,PLN-FAM,05/10/2025,
S-70901,C-23981,DLR-04,PLN-T16,08/04/2024,
S-70902,C-23982,DLR-03,PLN-T01,04/25/2025,
S-70903,C-23983,DLR-09,PLN-FAM,12/14/2023,
S-70904,C-23983,DLR-08 ,PLN-S100,12/23/2024,
S-70905,C-23984,DLR-10,PLN-T21,07/06/2021,
S-70906,C-23984,DLR-06,PLN-FAM,11/10/2022,
S-70907,C-23984,DLR-09,PLN-S300,09/26/2022,
S-70908,C-23985,DLR-09,PLN-S200,02/11/2023,
S-70909,C-23985,DLR-01,PLN-S100,12/13/2023,
S-70910,C-23985,DLR-6,PLN-T01,04/24/2023,
S-70911,C-23985,DLR-01,PLN-S200,01/25/2024,
S-70912,C-23986,DLR-06,PLN-S200,05/14/2021,
S-70913,C-23986,DLR-03,PLN-T02,07/08/2022,
S-70914,C-23987,DLR-02,PLN-S100,04/18/2025,
S-70915,C-23988,DLR-04,PLN-U69,08/06/2024,12/20/2025
S-70916,C-23989,DLR-08,PLN-T13,01/31/2025,
S-70917,C-23990,DLR-09,PLN-B60,11/20/2021,
S-70918,C-23990,DLR-01,PLN-T09,06/14/2022,
S-70919,C-23990,DLR-09,PLN-UMAX,10/16/2022,02/02/2023
S-70920,C-23991,DLR-09,PLN-SNR,10/30/2025,
S-70921,C-23992,DLR-06,PLN-B60,12/06/2025,
S-70922,C-23993,DLR-09,PLN-S100,02/02/2025,
S-70923,C-23994,DLR-01,PLN-T03,02/06/2025,
S-70924,C-23995,DLR-03,PLN-UMAX,03/01/2025,11/14/2025
S-70925,C-23995,DLR-10,PLN-UMAX,07/20/2025,
S-70926,C-23996,DLR-01,PLN-B60,10/17/2023,03/08/2024
S-70927,C-23997,DLR-09 ,PLN-YTH,04/18/2021,11/13/2023
S-70928,C-23998,DLR-03 ,PLN-T11,07/27/2023,03/20/2024
S-70929,C-23998,DLR-04,PLN-S100,11/16/2023,
S-70930,C-23999,DLR-03,PLN-T18,02/08/2025,08/16/2025
S-70931,C-24000,DLR-04 ,PLN-U69,05/21/2025,
S-70932,C-24001,DLR-10,PLN-UMAX,07/15/2022,
S-70933,C-24002,DLR-02,PLN-YTH,02/28/2022,11/10/2022
S-70934,C-24003,DLR-03,PLN-S200,03/26/2024,
S-70935,C-24004,DLR-01,PLN-T15,05/02/2023,
S-70936,C-24005,DLR-01,PLN-YTH,09/23/2021,05/21/2023
S-70937,C-24006,DLR-03,PLN-B40,12/04/2022,10/16/2024
S-70938,C-24007,DLR-02,PLN-SNR,06/23/2025,
S-70939,C-24008,DLR-03,PLN-S200,02/27/2025,
S-70940,C-24009,DLR-08,PLN-UMAX,12/16/2023,
S-70941,C-24010,DLR-01,PLN-S200,12/04/2022,12/15/2023
S-70942,C-24011,DLR-07 ,PLN-YTH,12/13/2025,
S-70943,C-24012,DLR-05,PLN-S100,11/14/2021,08/05/2023
S-70944,C-24012,DLR-01,PLN-B60,05/07/2023,
S-70945,C-24012,DLR-07,PLN-UMAX,12/27/2021,
S-70946,C-24012,DLR-02,PLN-YTH,06/19/2022,
S-70947,C-24012,dlr-10,PLN-T16,11/21/2022,
S-70948,C-24013,DLR-09,PLN-T01,07/11/2024,03/21/2025
S-70949,C-24014,DLR-03,PLN-U69,02/12/2025,08/03/2025
S-70950,C-24015,DLR-03,PLN-UMAX,02/25/2021,08/04/2021
S-70951,C-24015,DLR-03,PLN-T23,12/19/2021,10/23/2025
S-70952,C-24016,DLR-03,PLN-S300,02/06/2022,05/24/2022
S-70953,C-24017,DLR-09,PLN-S200,01/23/2025,
S-70954,C-24017,DLR-02,PLN-S100,03/15/2025,
S-70955,C-24017,DLR-07,PLN-B60,11/27/2025,
S-70956,C-24018,DLR-02,PLN-S100,10/10/2024,
S-70957,C-24018,DLR-03,PLN-UMAX,08/02/2025,
S-70958,C-24018,DLR-02,PLN-T12,12/13/2024,
S-70959,C-24019,DLR-03,PLN-S200,11/19/2025,
S-70960,C-24020,DLR-07,PLN-T06,08/12/2023,
S-70961,C-24021,DLR-02,PLN-U69,02/13/2022,05/12/2023
S-70962,C-24022,DLR-01 ,PLN-YTH,05/15/2025,
S-70963,C-24023,DLR-5,PLN-T16,02/04/2022,11/28/2022
S-70964,C-24024,DLR-01,PLN-B60,11/24/2023,
S-70965,C-24024,DLR-9,PLN-S100,04/08/2024,
S-70966,C-24024,DLR-09,PLN-YTH,08/13/2024,
S-70967,C-24024,DLR-06,PLN-YTH,06/24/2024,
S-70968,C-24025,DLR-2,PLN-U69,12/05/2025,
S-70969,C-24026,DLR-09,PLN-S100,10/24/2024,06/14/2025
S-70970,C-24027,DLR-10,PLN-B60,12/30/2022,
S-70971,C-24028,DLR-07,PLN-B40,10/09/2024,
S-70972,C-24029,DLR-06,PLN-S300,11/01/2025,
S-70973,C-24030,DLR-06,PLN-B60,08/21/2022,11/24/2023
S-70974,C-24030,DLR-01,PLN-S200,01/14/2023,04/13/2024
S-70975,C-24031,DLR-06,PLN-T14,07/19/2025,
S-70976,C-24032,DLR-05,PLN-YTH,10/22/2022,12/16/2025
S-70977,C-24033,DLR-06,PLN-YTH,12/21/2024,03/31/2025
S-70978,C-24033,DLR-07,PLN-YTH,06/10/2025,
S-70979,C-24034,dlr-03,PLN-T10,06/17/2025,11/30/2025
S-70980,C-24035,DLR-09,PLN-B60,02/03/2025,
S-70981,C-24035,DLR-02,PLN-FAM,09/11/2025,
S-70982,C-24036,DLR-02,PLN-UMAX,04/01/2022,
S-70983,C-24036,DLR-10,PLN-S100,12/13/2022,
S-70984,C-24036,DLR-09,PLN-S100,06/09/2022,
S-70985,C-24036,DLR-05,PLN-T14,03/21/2023,
S-70986,C-24037,DLR-03,PLN-S200,01/31/2025,06/05/2025
S-70987,C-24038,DLR-01,PLN-B60,02/26/2025,
S-70988,C-24039,DLR-09,PLN-S100,11/18/2025,
S-70989,C-24040,DLR-02,PLN-T21,01/06/2023,
S-70990,C-24041,DLR-07,PLN-T06,02/02/2024,02/22/2025
S-70991,C-24041,DLR-10,PLN-UMAX,08/08/2025,
S-70992,C-24042,DLR-07,PLN-B60,12/01/2024,
S-70993,C-24043,DLR-01,PLN-S200,11/13/2024,
S-70994,C-24044,DLR-09,PLN-S200,12/16/2021,07/13/2024
S-70995,C-24045,DLR-09,PLN-T05,01/17/2025,
S-70996,C-24046,DLR-01,PLN-S100,02/14/2021,
S-70997,C-24046,DLR-04,PLN-S200,03/25/2021,
S-70998,C-24046,DLR-1,PLN-FAM,02/21/2022,01/15/2023
S-70999,C-24046,DLR-01,PLN-S200,01/18/2022,09/01/2024
S-71000,C-24046,DLR-02,PLN-SNR,06/12/2022,
S-71001,C-24047,DLR-09,PLN-UMAX,04/13/2025,
S-71002,C-24048,DLR-03,PLN-B60,04/19/2023,09/14/2024
S-71003,C-24049,DLR-01 ,PLN-S100,09/05/2021,
S-71004,C-24050,DLR-03,PLN-FAM,05/13/2024,
S-71005,C-24051,DLR-09,PLN-UMAX,12/25/2025,
S-71006,C-24052,dlr-03,PLN-FAM,10/27/2023,
S-71007,C-24052,DLR-09,PLN-U69,01/21/2025,
S-71008,C-24053,dlr-06,PLN-S200,09/07/2025,11/02/2025
S-71009,C-24054,DLR-08,PLN-B60,08/24/2025,
S-71010,C-24055,DLR-01,PLN-U69,05/08/2021,02/14/2024
S-71011,C-24056,DLR-01,PLN-UMAX,12/15/2021,10/06/2024
S-71012,C-24057,DLR-03 ,PLN-S200,10/05/2025,
S-71013,C-24058,DLR-06,PLN-U69,09/30/2025,
S-71014,C-24059,DLR-03,PLN-S200,12/30/2025,
S-71015,C-24060,DLR-03,PLN-YTH,02/22/2025,
S-71016,C-24061,DLR-01,PLN-YTH,07/18/2024,
S-71017,C-24062,DLR-05,PLN-T03,09/21/2024,
S-71018,C-24063,DLR-10 ,PLN-S200,11/11/2025,
S-71019,C-24064,DLR-06,PLN-S100,05/02/2025,
S-71020,C-24065,DLR-10,PLN-T24,07/09/2024,
S-71021,C-24066,DLR-08,PLN-FAM,04/11/2024,
S-71022,C-24066,DLR-07,PLN-B60,05/03/2024,
S-71023,C-24067,DLR-01,PLN-FAM,09/13/2024,09/03/2025
S-71024,C-24068,DLR-10,PLN-S200,09/07/2023,
S-71025,C-24068,DLR-09,PLN-S100,11/14/2023,
S-71026,C-24068,DLR-09,PLN-YTH,08/09/2024,
S-71027,C-24068,DLR-02,PLN-S300,12/10/2024,05/13/2025
S-71028,C-24069,DLR-01,PLN-T10,05/24/2024,03/14/2025
S-71029,C-24070,DLR-05,PLN-FAM,12/31/2025,
S-71030,C-24071,DLR-01,PLN-U69,05/20/2025,
S-71031,C-24072,DLR-02,PLN-B60,03/30/2025,
S-71032,C-24073,DLR-04,PLN-U69,03/21/2025,
S-71033,C-24074,DLR-01 ,PLN-S100,08/14/2022,07/19/2024
S-71034,C-24074,DLR-03,PLN-T14,01/30/2024,
S-71035,C-24074,DLR-09,PLN-S200,01/21/2024,
S-71036,C-24075,DLR-05,PLN-SNR,10/02/2021,
S-71037,C-24075,DLR-06,PLN-S100,04/14/2023,
S-71038,C-24075,DLR-01,PLN-FAM,06/22/2022,
S-71039,C-24076,DLR-03,PLN-B40,06/16/2025,
S-71040,C-24077,DLR-10,PLN-FAM,06/26/2024,10/20/2025
S-71041,C-24078,DLR-07 ,PLN-T07,09/28/2024,10/24/2024
S-71042,C-24079,DLR-10,PLN-FAM,03/09/2022,
S-71043,C-24079,DLR-02,PLN-S200,07/22/2022,
S-71044,C-24080,DLR-02,PLN-UMAX,01/23/2025,
S-71045,C-24081,DLR-02,PLN-S300,08/29/2022,10/10/2025
S-71046,C-24082,DLR-09,PLN-T04,11/12/2023,
S-71047,C-24082,DLR-1,PLN-B60,08/15/2024,04/06/2025
S-71048,C-24082,DLR-01,PLN-T14,04/17/2024,
S-71049,C-24083,DLR-09,PLN-UMAX,01/05/2025,10/10/2025
S-71050,C-24084,DLR-01,PLN-YTH,02/12/2025,
S-71051,C-24084,DLR-01,PLN-B40,09/26/2025,
S-71052,C-24084,DLR-03,PLN-YTH,06/21/2025,
S-71053,C-24085,DLR-04,PLN-T10,08/10/2025,
S-71054,C-24086,DLR-01,PLN-T06,10/19/2023,
S-71055,C-24086,DLR-09 ,PLN-B60,02/24/2024,
S-71056,C-24087,DLR-07,PLN-T18,08/16/2024,
S-71057,C-24088,DLR-03,PLN-YTH,08/09/2025,
S-71058,C-24089,dlr-01,PLN-T13,01/04/2025,
S-71059,C-24089,DLR-10,PLN-S100,08/12/2025,
S-71060,C-24089,DLR-04,PLN-FAM,10/16/2025,
S-71061,C-24090,DLR-02,PLN-T25,02/18/2022,12/15/2023
S-71062,C-24091,DLR-03,PLN-S100,11/21/2025,
S-71063,C-24092,dlr-09,PLN-T09,09/23/2025,
S-71064,C-24093,DLR-8,PLN-S100,08/15/2025,12/29/2025
S-71065,C-24094,dlr-03,PLN-YTH,09/27/2025,
S-71066,C-24094,DLR-01,PLN-UMAX,11/18/2025,
S-71067,C-24095,DLR-03,PLN-S200,06/09/2025,
S-71068,C-24096,DLR-05 ,PLN-SNR,09/18/2025,
S-71069,C-24096,DLR-03,PLN-B40,11/19/2025,
S-71070,C-24097,DLR-01,PLN-S100,10/13/2023,06/03/2025
S-71071,C-24098,DLR-01,PLN-S100,05/10/2025,
S-71072,C-24099,DLR-03,PLN-B60,04/14/2025,
S-71073,C-24100,DLR-07,PLN-S300,10/29/2025,
S-71074,C-24101,DLR-05,PLN-FAM,09/23/2022,10/25/2023
S-71075,C-24102,DLR-04,PLN-SNR,11/05/2023,
S-71076,C-24103,DLR-01,PLN-FAM,11/16/2021,07/17/2025
S-71077,C-24104,DLR-03,PLN-FAM,06/21/2023,08/30/2023
S-71078,C-24105,DLR-10,PLN-S200,08/14/2024,
S-71079,C-24106,dlr-10,PLN-B40,01/03/2024,
S-71080,C-24107,DLR-01,PLN-UMAX,02/07/2022,08/17/2024
S-71081,C-24108,DLR-01,PLN-U69,10/10/2024,
S-71082,C-24109,DLR-09 ,PLN-T04,10/11/2021,08/07/2025
S-71083,C-24110,DLR-1,PLN-FAM,10/10/2022,
S-71084,C-24110,DLR-03,PLN-T04,12/01/2023,12/03/2024
S-71085,C-24111,DLR-7,PLN-T17,09/20/2021,01/14/2022
S-71086,C-24112,DLR-09,PLN-T18,10/13/2023,
S-71087,C-24112,DLR-01,PLN-S100,01/08/2024,
S-71088,C-24113,DLR-03,PLN-T09,01/09/2025,
S-71089,C-24114,DLR-10,PLN-S300,02/13/2022,12/26/2022
S-71090,C-24115,DLR-09,PLN-FAM,10/24/2023,09/08/2024
S-71091,C-24115,DLR-03,PLN-T15,11/16/2024,
S-71092,C-24116,DLR-02,PLN-YTH,05/07/2024,
S-71093,C-24117,DLR-01,PLN-S100,08/25/2025,
S-71094,C-24118,DLR-03 ,PLN-U69,11/04/2023,
S-71095,C-24119,DLR-08,PLN-UMAX,07/08/2022,01/27/2025
S-71096,C-24120,DLR-05,PLN-S100,07/26/2022,
S-71097,C-24120,DLR-02,PLN-T11,03/06/2023,
S-71098,C-24121,DLR-01 ,PLN-S200,09/18/2024,
S-71099,C-24121,DLR-09,PLN-SNR,07/14/2025,
S-71100,C-24122,DLR-08,PLN-S100,07/13/2022,
S-71101,C-24122,DLR-09,PLN-T12,11/01/2022,
S-71102,C-24122,DLR-08,PLN-YTH,10/19/2022,
S-71103,C-24123,DLR-05,PLN-SNR,08/09/2024,10/16/2024
S-71104,C-24124,DLR-03,PLN-UMAX,02/16/2025,
S-71105,C-24125,DLR-03,PLN-FAM,06/01/2025,
S-71106,C-24126,DLR-07,PLN-S100,08/31/2025,
S-71107,C-24127,dlr-07,PLN-T17,09/24/2025,12/02/2025
S-71108,C-24128,DLR-01,PLN-S100,02/29/2024,05/16/2024
S-71109,C-24129,DLR-01,PLN-S200,10/16/2025,
S-71110,C-24129,DLR-8,PLN-YTH,11/20/2025,
S-71111,C-24130,DLR-02,PLN-T18,09/03/2024,
S-71112,C-24130,DLR-06,PLN-S100,12/13/2025,
S-71113,C-24130,DLR-09,PLN-B40,10/19/2025,
S-71114,C-24130,DLR-06,PLN-S100,05/03/2025,
S-71115,C-24131,DLR-03,PLN-T22,01/12/2021,04/04/2021
S-71116,C-24132,DLR-01,PLN-UMAX,09/27/2023,
S-71117,C-24132,DLR-01,PLN-T02,10/11/2023,
S-71118,C-24132,DLR-01,PLN-B40,07/07/2024,
S-71119,C-24132,DLR-09,PLN-FAM,09/21/2024,
S-71120,C-24133,DLR-04,PLN-S100,12/07/2023,06/03/2025
S-71121,C-24133,DLR-01,PLN-S100,04/09/2024,08/06/2024
S-71122,C-24133,DLR-07,PLN-YTH,04/16/2025,
S-71123,C-24134,DLR-03,PLN-S200,12/12/2023,
S-71124,C-24134,DLR-06,PLN-SNR,04/01/2024,
S-71125,C-24135,DLR-08 ,PLN-T03,11/13/2025,
S-71126,C-24136,DLR-08,PLN-S200,06/06/2022,07/05/2025
S-71127,C-24136,DLR-03,PLN-YTH,04/09/2023,08/17/2025
S-71128,C-24137,DLR-03,PLN-T12,03/14/2025,10/12/2025
S-71129,C-24138,DLR-10,PLN-S100,08/22/2024,07/21/2025
S-71130,C-24138,DLR-09,PLN-B60,04/03/2025,
S-71131,C-24138,DLR-08,PLN-YTH,09/29/2025,
S-71132,C-24139,DLR-01,PLN-B60,02/09/2024,04/09/2024
S-71133,C-24140,dlr-05,PLN-T09,12/10/2021,09/03/2022
S-71134,C-24141,DLR-6,PLN-T05,04/28/2024,
S-71135,C-24141,dlr-03,PLN-S100,09/27/2024,
S-71136,C-24142,DLR-01,PLN-T15,06/16/2025,
S-71137,C-24143,dlr-09,PLN-T08,11/14/2021,04/16/2023
S-71138,C-24144,DLR-03,PLN-B40,07/19/2025,
S-71139,C-24145,DLR-06,PLN-B60,07/18/2024,10/19/2025
S-71140,C-24146,DLR-10,PLN-S100,02/19/2023,
S-71141,C-24146,DLR-02,PLN-B60,08/25/2024,04/18/2025
S-71142,C-24147,DLR-10,PLN-S200,03/16/2023,
S-71143,C-24148,DLR-08,PLN-S100,05/02/2024,
S-71144,C-24149,DLR-06,PLN-U69,06/14/2025,
S-71145,C-24149,DLR-01,PLN-SNR,08/18/2025,
S-71146,C-24149,DLR-1,PLN-S100,07/14/2025,
S-71147,C-24150,DLR-09,PLN-FAM,10/20/2023,
S-71148,C-24151,DLR-06,PLN-T14,03/06/2025,
S-71149,C-24152,DLR-09,PLN-B60,10/03/2022,11/03/2025
S-71150,C-24153,DLR-06,PLN-T01,02/13/2025,
S-71151,C-24154,DLR-04,PLN-S100,02/20/2023,
S-71152,C-24154,DLR-09,PLN-S100,12/05/2023,
S-71153,C-24154,DLR-01,PLN-S100,11/29/2023,
S-71154,C-24154,DLR-01,PLN-B60,03/26/2024,
S-71155,C-24155,DLR-01,PLN-B60,10/05/2023,02/19/2025
S-71156,C-24156,DLR-09,PLN-B60,12/21/2024,
S-71157,C-24157,DLR-02,PLN-S200,10/13/2023,
S-71158,C-24158,DLR-03 ,PLN-S100,06/05/2025,
S-71159,C-24159,DLR-03,PLN-T14,06/21/2022,
S-71160,C-24160,DLR-04,PLN-S200,03/12/2024,12/01/2025
S-71161,C-24161,DLR-03,PLN-SNR,06/20/2025,11/21/2025
S-71162,C-24162,DLR-03,PLN-FAM,12/20/2021,02/19/2025
S-71163,C-24162,DLR-01,PLN-YTH,09/18/2022,
S-71164,C-24162,DLR-7,PLN-YTH,06/07/2022,
S-71165,C-24162,DLR-02,PLN-U69,06/08/2022,
S-71166,C-24162,DLR-9,PLN-FAM,12/04/2022,
S-71167,C-24163,DLR-04,PLN-B60,04/03/2025,
S-71168,C-24164,DLR-06,PLN-UMAX,05/07/2023,04/06/2025
S-71169,C-24165,DLR-01,PLN-S100,12/01/2024,
S-71170,C-24166,DLR-07,PLN-UMAX,06/18/2023,
S-71171,C-24166,DLR-01,PLN-T25,12/08/2024,
S-71172,C-24166,DLR-09,PLN-UMAX,05/02/2024,
S-71173,C-24166,DLR-10,PLN-UMAX,07/06/2024,
S-71174,C-24167,DLR-02,PLN-SNR,03/06/2023,09/06/2024
S-71175,C-24168,DLR-03,PLN-S100,01/17/2025,07/21/2025
S-71176,C-24169,DLR-10,PLN-S200,11/03/2025,
S-71177,C-24170,DLR-10,PLN-S200,05/17/2024,
S-71178,C-24170,DLR-02,PLN-B60,12/19/2024,
S-71179,C-24170,DLR-04,PLN-UMAX,11/03/2025,
S-71180,C-24170,DLR-08,PLN-YTH,08/14/2025,
S-71181,C-24171,DLR-09 ,PLN-B60,02/03/2022,05/01/2023
S-71182,C-24171,DLR-01,PLN-FAM,06/02/2023,03/23/2024
S-71183,C-24172,DLR-10 ,PLN-S100,10/12/2022,
S-71184,C-24173,DLR-08,PLN-S300,05/07/2024,08/09/2025
S-71185,C-24174,DLR-06,PLN-T05,07/06/2023,10/15/2023
S-71186,C-24175,DLR-04,PLN-YTH,02/03/2025,
S-71187,C-24176,DLR-01,PLN-T14,03/31/2024,
S-71188,C-24176,DLR-09,PLN-T22,02/13/2025,
S-71189,C-24177,DLR-09,PLN-YTH,03/14/2021,
S-71190,C-24177,DLR-03,PLN-S200,04/06/2021,02/05/2023
S-71191,C-24178,DLR-04,PLN-S300,06/13/2021,
S-71192,C-24179,DLR-01,PLN-T14,05/01/2024,
S-71193,C-24180,DLR-9,PLN-YTH,09/17/2025,
S-71194,C-24181,DLR-03,PLN-S100,08/13/2025,
S-71195,C-24182,DLR-01,PLN-UMAX,05/19/2025,
S-71196,C-24183,DLR-03,PLN-S100,07/09/2021,
S-71197,C-24183,DLR-10,PLN-S100,03/13/2022,
S-71198,C-24183,DLR-07,PLN-B60,09/08/2022,09/14/2024
S-71199,C-24184,DLR-06,PLN-B60,03/13/2022,10/28/2022
S-71200,C-24185,DLR-03,PLN-T11,03/26/2022,05/12/2023
S-71201,C-24186,DLR-09,PLN-T06,01/06/2025,
S-71202,C-24187,DLR-07,PLN-S300,02/02/2025,
S-71203,C-24188,DLR-3,PLN-B60,10/23/2024,
S-71204,C-24189,DLR-04,PLN-SNR,09/19/2022,11/07/2022
S-71205,C-24190,DLR-03,PLN-T10,04/11/2023,09/14/2025
S-71206,C-24190,DLR-01,PLN-YTH,01/07/2024,
S-71207,C-24191,DLR-01 ,PLN-S200,11/07/2022,03/05/2024
S-71208,C-24192,DLR-09,PLN-S200,01/10/2025,
S-71209,C-24193,DLR-07,PLN-S300,04/22/2023,03/14/2025
S-71210,C-24194,DLR-01,PLN-S100,10/24/2022,10/04/2025
S-71211,C-24195,DLR-01,PLN-UMAX,07/10/2025,
S-71212,C-24196,DLR-09,PLN-UMAX,03/05/2021,
S-71213,C-24197,DLR-01,PLN-B40,12/29/2021,
S-71214,C-24197,DLR-02,PLN-B60,03/08/2023,05/31/2025
S-71215,C-24197,DLR-10,PLN-T19,04/26/2023,
S-71216,C-24198,DLR-10,PLN-S200,05/08/2025,06/25/2025
S-71217,C-24199,dlr-03,PLN-YTH,06/29/2025,12/28/2025
S-71218,C-24199,DLR-09,PLN-T23,07/22/2025,
S-71219,C-24200,DLR-09,PLN-UMAX,11/20/2022,
S-71220,C-24201,DLR-03,PLN-S100,06/17/2024,
S-71221,C-24201,DLR-08,PLN-B60,12/27/2025,
S-71222,C-24201,DLR-03,PLN-YTH,05/20/2025,11/30/2025
S-71223,C-24201,DLR-07,PLN-T08,09/04/2025,
S-71224,C-24201,DLR-01,PLN-YTH,05/12/2025,
S-71225,C-24202,DLR-06,PLN-T03,05/06/2025,
S-71226,C-24202,dlr-10,PLN-UMAX,07/11/2025,
S-71227,C-24203,DLR-01,PLN-S100,12/07/2024,
S-71228,C-24203,DLR-01,PLN-B60,09/09/2025,
S-71229,C-24204,DLR-01,PLN-T21,03/19/2021,
S-71230,C-24205,DLR-09,PLN-YTH,12/28/2025,
S-71231,C-24206,DLR-01,PLN-T09,01/09/2021,09/28/2025
S-71232,C-24207,DLR-03,PLN-T07,01/05/2021,
S-71233,C-24208,DLR-06,PLN-YTH,03/04/2021,
S-71234,C-24208,DLR-7,PLN-S100,12/17/2021,
S-71235,C-24208,DLR-02,PLN-UMAX,06/07/2022,
S-71236,C-24209,dlr-09,PLN-YTH,11/25/2025,
S-71237,C-24210,DLR-04 ,PLN-T17,08/10/2025,
S-71238,C-24211,dlr-04,PLN-S200,11/10/2024,
S-71239,C-24211,DLR-04,PLN-FAM,10/31/2025,
S-71240,C-24211,DLR-04,PLN-UMAX,01/06/2025,
S-71241,C-24212,DLR-03,PLN-S300,04/15/2025,10/13/2025
S-71242,C-24213,DLR-03,PLN-SNR,01/31/2023,10/22/2023
S-71243,C-24214,DLR-06,PLN-T16,08/13/2023,12/03/2023
S-71244,C-24215,DLR-03,PLN-UMAX,01/18/2025,07/15/2025
S-71245,C-24216,DLR-03,PLN-YTH,10/12/2025,
S-71246,C-24217,DLR-01,PLN-UMAX,09/01/2022,12/12/2025
S-71247,C-24217,DLR-01,PLN-B60,07/23/2023,
S-71248,C-24217,DLR-09,PLN-YTH,03/28/2024,09/21/2024
S-71249,C-24218,DLR-04,PLN-T23,07/23/2022,03/22/2023
S-71250,C-24219,DLR-09,PLN-S100,01/22/2023,
S-71251,C-24219,DLR-01,PLN-UMAX,04/20/2023,06/01/2025
S-71252,C-24219,DLR-10,PLN-S100,11/17/2023,
S-71253,C-24219,DLR-04,PLN-UMAX,02/21/2023,
S-71254,C-24220,DLR-05,PLN-UMAX,09/07/2024,
S-71255,C-24221,DLR-03,PLN-U69,11/01/2024,07/17/2025
S-71256,C-24222,DLR-09,PLN-S200,06/28/2021,
S-71257,C-24223,DLR-03,PLN-T17,12/08/2024,
S-71258,C-24224,DLR-03,PLN-S200,12/30/2025,
S-71259,C-24225,DLR-07,PLN-FAM,03/17/2021,03/11/2023
S-71260,C-24226,DLR-01,PLN-B60,10/09/2023,
S-71261,C-24226,DLR-02,PLN-B60,12/23/2024,
S-71262,C-24227,DLR-10 ,PLN-UMAX,03/08/2025,
S-71263,C-24228,DLR-01 ,PLN-B60,10/09/2024,
S-71264,C-24229,DLR-03,PLN-T08,01/31/2025,06/03/2025
S-71265,C-24230,DLR-02,PLN-S100,04/11/2023,04/27/2024
S-71266,C-24230,DLR-04,PLN-S300,07/12/2023,
S-71267,C-24231,DLR-04,PLN-S100,11/25/2022,
S-71268,C-24231,DLR-03,PLN-S100,11/08/2023,09/30/2025
S-71269,C-24231,DLR-07,PLN-T22,10/20/2023,
S-71270,C-24231,DLR-05,PLN-UMAX,11/15/2023,
S-71271,C-24232,DLR-02,PLN-SNR,08/04/2022,03/10/2025
S-71272,C-24233,DLR-03,PLN-T08,03/21/2025,
S-71273,C-24234,DLR-03,PLN-YTH,09/30/2024,10/07/2025
S-71274,C-24235,DLR-07,PLN-S200,11/14/2021,10/25/2023
S-71275,C-24235,DLR-08,PLN-B60,01/17/2022,11/12/2023
S-71276,C-24236,DLR-03,PLN-T24,01/26/2022,07/06/2022
S-71277,C-24237,DLR-06,PLN-S300,03/21/2024,
S-71278,C-24237,DLR-03,PLN-FAM,04/15/2025,09/25/2025
S-71279,C-24237,DLR-10,PLN-T21,08/24/2024,
S-71280,C-24238,DLR-01 ,PLN-T09,07/20/2023,
S-71281,C-24238,dlr-06,PLN-SNR,07/26/2024,
S-71282,C-24239,DLR-03,PLN-S100,09/28/2022,11/23/2023
S-71283,C-24240,DLR-01 ,PLN-B60,04/15/2025,
S-71284,C-24240,DLR-06,PLN-T21,08/22/2025,
